"","region_name","date","crime_type","average_price","sales_volume","revenue","no_of_crime"
"9521","Islington","201903","Miscellaneous Crimes Against Society",628268,167,104920752,24
"9522","Islington","201903","Possession of Weapons",628268,167,104920752,23
"9523","Islington","201903","Public Order Offences",628268,167,104920752,152
"9524","Islington","201903","Robbery",628268,167,104920752,127
"9525","Islington","201903","Sexual Offences",628268,167,104920752,59
"9526","Islington","201903","Theft",628268,167,104920752,792
"9527","Islington","201903","Vehicle Offences",628268,167,104920752,276
"9528","Islington","201903","Violence Against the Person",628268,167,104920752,605
"9529","Enfield","201703","Arson and Criminal Damage",383142,274,104980896,187
"9530","Enfield","201703","Burglary",383142,274,104980896,244
"9531","Enfield","201703","Drug Offences",383142,274,104980896,89
"9533","Enfield","201703","Miscellaneous Crimes Against Society",383142,274,104980896,36
"9534","Enfield","201703","Possession of Weapons",383142,274,104980896,25
"9535","Enfield","201703","Public Order Offences",383142,274,104980896,127
"9536","Enfield","201703","Robbery",383142,274,104980896,78
"9537","Enfield","201703","Sexual Offences",383142,274,104980896,54
"9538","Enfield","201703","Theft",383142,274,104980896,460
"9539","Enfield","201703","Vehicle Offences",383142,274,104980896,315
"9540","Enfield","201703","Violence Against the Person",383142,274,104980896,573
"9541","Redbridge","201712","Arson and Criminal Damage",416712,252,105011299,119
"9542","Redbridge","201712","Burglary",416712,252,105011299,405
"9543","Redbridge","201712","Drug Offences",416712,252,105011299,59
"9545","Redbridge","201712","Miscellaneous Crimes Against Society",416712,252,105011299,11
"9546","Redbridge","201712","Possession of Weapons",416712,252,105011299,12
"9547","Redbridge","201712","Public Order Offences",416712,252,105011299,90
"9548","Redbridge","201712","Robbery",416712,252,105011299,53
"9549","Redbridge","201712","Sexual Offences",416712,252,105011299,42
"9550","Redbridge","201712","Theft",416712,252,105011299,374
"9551","Redbridge","201712","Vehicle Offences",416712,252,105011299,289
"9552","Redbridge","201712","Violence Against the Person",416712,252,105011299,469
"9553","Kingston upon Thames","201911","Arson and Criminal Damage",490723,214,105014721,75
"9554","Kingston upon Thames","201911","Burglary",490723,214,105014721,103
"9555","Kingston upon Thames","201911","Drug Offences",490723,214,105014721,57
"9557","Kingston upon Thames","201911","Miscellaneous Crimes Against Society",490723,214,105014721,16
"9558","Kingston upon Thames","201911","Possession of Weapons",490723,214,105014721,12
"9559","Kingston upon Thames","201911","Public Order Offences",490723,214,105014721,69
"9560","Kingston upon Thames","201911","Robbery",490723,214,105014721,34
"9561","Kingston upon Thames","201911","Sexual Offences",490723,214,105014721,40
"9562","Kingston upon Thames","201911","Theft",490723,214,105014721,310
"9563","Kingston upon Thames","201911","Vehicle Offences",490723,214,105014721,124
"9564","Kingston upon Thames","201911","Violence Against the Person",490723,214,105014721,293
"9565","Southwark","201901","Arson and Criminal Damage",500164,210,105034407,195
"9566","Southwark","201901","Burglary",500164,210,105034407,278
"9567","Southwark","201901","Drug Offences",500164,210,105034407,201
"9569","Southwark","201901","Miscellaneous Crimes Against Society",500164,210,105034407,33
"9570","Southwark","201901","Possession of Weapons",500164,210,105034407,30
"9571","Southwark","201901","Public Order Offences",500164,210,105034407,123
"9572","Southwark","201901","Robbery",500164,210,105034407,180
"9573","Southwark","201901","Sexual Offences",500164,210,105034407,79
"9574","Southwark","201901","Theft",500164,210,105034407,857
"9575","Southwark","201901","Vehicle Offences",500164,210,105034407,341
"9576","Southwark","201901","Violence Against the Person",500164,210,105034407,748
"9577","Camden","201904","Arson and Criminal Damage",821134,128,105105123,113
"9578","Camden","201904","Burglary",821134,128,105105123,252
"9579","Camden","201904","Drug Offences",821134,128,105105123,165
"9581","Camden","201904","Miscellaneous Crimes Against Society",821134,128,105105123,29
"9582","Camden","201904","Possession of Weapons",821134,128,105105123,15
"9583","Camden","201904","Public Order Offences",821134,128,105105123,167
"9584","Camden","201904","Robbery",821134,128,105105123,158
"9585","Camden","201904","Sexual Offences",821134,128,105105123,61
"9586","Camden","201904","Theft",821134,128,105105123,1458
"9587","Camden","201904","Vehicle Offences",821134,128,105105123,288
"9588","Camden","201904","Violence Against the Person",821134,128,105105123,529
"9589","Hackney","201608","Arson and Criminal Damage",525755,200,105150902,182
"9590","Hackney","201608","Burglary",525755,200,105150902,202
"9591","Hackney","201608","Drug Offences",525755,200,105150902,116
"9593","Hackney","201608","Miscellaneous Crimes Against Society",525755,200,105150902,35
"9594","Hackney","201608","Possession of Weapons",525755,200,105150902,25
"9595","Hackney","201608","Public Order Offences",525755,200,105150902,188
"9596","Hackney","201608","Robbery",525755,200,105150902,107
"9597","Hackney","201608","Sexual Offences",525755,200,105150902,66
"9598","Hackney","201608","Theft",525755,200,105150902,896
"9599","Hackney","201608","Vehicle Offences",525755,200,105150902,234
"9600","Hackney","201608","Violence Against the Person",525755,200,105150902,603
"9601","Enfield","201908","Arson and Criminal Damage",392694,268,105242022,155
"9602","Enfield","201908","Burglary",392694,268,105242022,199
"9603","Enfield","201908","Drug Offences",392694,268,105242022,80
"9605","Enfield","201908","Miscellaneous Crimes Against Society",392694,268,105242022,27
"9606","Enfield","201908","Possession of Weapons",392694,268,105242022,27
"9607","Enfield","201908","Public Order Offences",392694,268,105242022,113
"9608","Enfield","201908","Robbery",392694,268,105242022,111
"9609","Enfield","201908","Sexual Offences",392694,268,105242022,52
"9610","Enfield","201908","Theft",392694,268,105242022,470
"9611","Enfield","201908","Vehicle Offences",392694,268,105242022,512
"9612","Enfield","201908","Violence Against the Person",392694,268,105242022,623
"9613","Ealing","201702","Arson and Criminal Damage",489687,215,105282784,168
"9614","Ealing","201702","Burglary",489687,215,105282784,286
"9615","Ealing","201702","Drug Offences",489687,215,105282784,103
"9617","Ealing","201702","Miscellaneous Crimes Against Society",489687,215,105282784,42
"9618","Ealing","201702","Possession of Weapons",489687,215,105282784,8
"9619","Ealing","201702","Public Order Offences",489687,215,105282784,125
"9620","Ealing","201702","Robbery",489687,215,105282784,39
"9621","Ealing","201702","Sexual Offences",489687,215,105282784,43
"9622","Ealing","201702","Theft",489687,215,105282784,523
"9623","Ealing","201702","Vehicle Offences",489687,215,105282784,252
"9624","Ealing","201702","Violence Against the Person",489687,215,105282784,610
"9625","Greenwich","201901","Arson and Criminal Damage",385703,273,105296895,201
"9626","Greenwich","201901","Burglary",385703,273,105296895,256
"9627","Greenwich","201901","Drug Offences",385703,273,105296895,81
"9629","Greenwich","201901","Miscellaneous Crimes Against Society",385703,273,105296895,32
"9630","Greenwich","201901","Possession of Weapons",385703,273,105296895,19
"9631","Greenwich","201901","Public Order Offences",385703,273,105296895,131
"9632","Greenwich","201901","Robbery",385703,273,105296895,63
"9633","Greenwich","201901","Sexual Offences",385703,273,105296895,59
"9634","Greenwich","201901","Theft",385703,273,105296895,418
"9635","Greenwich","201901","Vehicle Offences",385703,273,105296895,425
"9636","Greenwich","201901","Violence Against the Person",385703,273,105296895,556
"9637","Sutton","201707","Arson and Criminal Damage",380601,277,105426430,104
"9638","Sutton","201707","Burglary",380601,277,105426430,69
"9639","Sutton","201707","Drug Offences",380601,277,105426430,34
"9641","Sutton","201707","Miscellaneous Crimes Against Society",380601,277,105426430,16
"9642","Sutton","201707","Possession of Weapons",380601,277,105426430,9
"9643","Sutton","201707","Public Order Offences",380601,277,105426430,60
"9644","Sutton","201707","Robbery",380601,277,105426430,18
"9645","Sutton","201707","Sexual Offences",380601,277,105426430,31
"9646","Sutton","201707","Theft",380601,277,105426430,174
"9647","Sutton","201707","Vehicle Offences",380601,277,105426430,133
"9648","Sutton","201707","Violence Against the Person",380601,277,105426430,319
"9649","Islington","201609","Arson and Criminal Damage",647014,163,105463239,144
"9650","Islington","201609","Burglary",647014,163,105463239,147
"9651","Islington","201609","Drug Offences",647014,163,105463239,165
"9653","Islington","201609","Miscellaneous Crimes Against Society",647014,163,105463239,16
"9654","Islington","201609","Possession of Weapons",647014,163,105463239,12
"9655","Islington","201609","Public Order Offences",647014,163,105463239,135
"9656","Islington","201609","Robbery",647014,163,105463239,74
"9657","Islington","201609","Sexual Offences",647014,163,105463239,56
"9658","Islington","201609","Theft",647014,163,105463239,784
"9659","Islington","201609","Vehicle Offences",647014,163,105463239,182
"9660","Islington","201609","Violence Against the Person",647014,163,105463239,474
"9661","Hounslow","201703","Arson and Criminal Damage",410459,257,105488044,169
"9662","Hounslow","201703","Burglary",410459,257,105488044,171
"9663","Hounslow","201703","Drug Offences",410459,257,105488044,128
"9665","Hounslow","201703","Miscellaneous Crimes Against Society",410459,257,105488044,34
"9666","Hounslow","201703","Possession of Weapons",410459,257,105488044,12
"9667","Hounslow","201703","Public Order Offences",410459,257,105488044,131
"9668","Hounslow","201703","Robbery",410459,257,105488044,40
"9669","Hounslow","201703","Sexual Offences",410459,257,105488044,53
"9670","Hounslow","201703","Theft",410459,257,105488044,501
"9671","Hounslow","201703","Vehicle Offences",410459,257,105488044,288
"9672","Hounslow","201703","Violence Against the Person",410459,257,105488044,601
"9673","Havering","201907","Arson and Criminal Damage",367644,287,105513971,116
"9674","Havering","201907","Burglary",367644,287,105513971,154
"9675","Havering","201907","Drug Offences",367644,287,105513971,68
"9677","Havering","201907","Miscellaneous Crimes Against Society",367644,287,105513971,23
"9678","Havering","201907","Possession of Weapons",367644,287,105513971,9
"9679","Havering","201907","Public Order Offences",367644,287,105513971,98
"9680","Havering","201907","Robbery",367644,287,105513971,59
"9681","Havering","201907","Sexual Offences",367644,287,105513971,43
"9682","Havering","201907","Theft",367644,287,105513971,340
"9683","Havering","201907","Vehicle Offences",367644,287,105513971,238
"9684","Havering","201907","Violence Against the Person",367644,287,105513971,509
"9685","Havering","201711","Arson and Criminal Damage",366434,288,105532898,159
"9686","Havering","201711","Burglary",366434,288,105532898,247
"9687","Havering","201711","Drug Offences",366434,288,105532898,59
"9689","Havering","201711","Miscellaneous Crimes Against Society",366434,288,105532898,25
"9690","Havering","201711","Possession of Weapons",366434,288,105532898,20
"9691","Havering","201711","Public Order Offences",366434,288,105532898,73
"9692","Havering","201711","Robbery",366434,288,105532898,57
"9693","Havering","201711","Sexual Offences",366434,288,105532898,47
"9694","Havering","201711","Theft",366434,288,105532898,392
"9695","Havering","201711","Vehicle Offences",366434,288,105532898,231
"9696","Havering","201711","Violence Against the Person",366434,288,105532898,391
"9697","Islington","201612","Arson and Criminal Damage",647853,163,105600109,123
"9698","Islington","201612","Burglary",647853,163,105600109,178
"9699","Islington","201612","Drug Offences",647853,163,105600109,111
"9701","Islington","201612","Miscellaneous Crimes Against Society",647853,163,105600109,33
"9702","Islington","201612","Possession of Weapons",647853,163,105600109,14
"9703","Islington","201612","Public Order Offences",647853,163,105600109,129
"9704","Islington","201612","Robbery",647853,163,105600109,88
"9705","Islington","201612","Sexual Offences",647853,163,105600109,44
"9706","Islington","201612","Theft",647853,163,105600109,990
"9707","Islington","201612","Vehicle Offences",647853,163,105600109,190
"9708","Islington","201612","Violence Against the Person",647853,163,105600109,505
"9709","Havering","201803","Arson and Criminal Damage",365567,289,105648843,138
"9710","Havering","201803","Burglary",365567,289,105648843,153
"9711","Havering","201803","Drug Offences",365567,289,105648843,40
"9713","Havering","201803","Miscellaneous Crimes Against Society",365567,289,105648843,29
"9714","Havering","201803","Possession of Weapons",365567,289,105648843,15
"9715","Havering","201803","Public Order Offences",365567,289,105648843,88
"9716","Havering","201803","Robbery",365567,289,105648843,69
"9717","Havering","201803","Sexual Offences",365567,289,105648843,41
"9718","Havering","201803","Theft",365567,289,105648843,322
"9719","Havering","201803","Vehicle Offences",365567,289,105648843,254
"9720","Havering","201803","Violence Against the Person",365567,289,105648843,432
"9721","Hounslow","201710","Arson and Criminal Damage",397339,266,105692137,183
"9722","Hounslow","201710","Burglary",397339,266,105692137,194
"9723","Hounslow","201710","Drug Offences",397339,266,105692137,107
"9725","Hounslow","201710","Miscellaneous Crimes Against Society",397339,266,105692137,35
"9726","Hounslow","201710","Possession of Weapons",397339,266,105692137,30
"9727","Hounslow","201710","Public Order Offences",397339,266,105692137,115
"9728","Hounslow","201710","Robbery",397339,266,105692137,54
"9729","Hounslow","201710","Sexual Offences",397339,266,105692137,53
"9730","Hounslow","201710","Theft",397339,266,105692137,548
"9731","Hounslow","201710","Vehicle Offences",397339,266,105692137,352
"9732","Hounslow","201710","Violence Against the Person",397339,266,105692137,591
"9733","Merton","201606","Arson and Criminal Damage",513336,206,105747274,106
"9734","Merton","201606","Burglary",513336,206,105747274,84
"9735","Merton","201606","Drug Offences",513336,206,105747274,46
"9737","Merton","201606","Miscellaneous Crimes Against Society",513336,206,105747274,12
"9738","Merton","201606","Possession of Weapons",513336,206,105747274,11
"9739","Merton","201606","Public Order Offences",513336,206,105747274,73
"9740","Merton","201606","Robbery",513336,206,105747274,20
"9741","Merton","201606","Sexual Offences",513336,206,105747274,25
"9742","Merton","201606","Theft",513336,206,105747274,230
"9743","Merton","201606","Vehicle Offences",513336,206,105747274,116
"9744","Merton","201606","Violence Against the Person",513336,206,105747274,287
"9745","Lewisham","201801","Arson and Criminal Damage",407246,260,105884090,174
"9746","Lewisham","201801","Burglary",407246,260,105884090,240
"9747","Lewisham","201801","Drug Offences",407246,260,105884090,109
"9749","Lewisham","201801","Miscellaneous Crimes Against Society",407246,260,105884090,52
"9750","Lewisham","201801","Possession of Weapons",407246,260,105884090,21
"9751","Lewisham","201801","Public Order Offences",407246,260,105884090,127
"9752","Lewisham","201801","Robbery",407246,260,105884090,86
"9753","Lewisham","201801","Sexual Offences",407246,260,105884090,58
"9754","Lewisham","201801","Theft",407246,260,105884090,420
"9755","Lewisham","201801","Vehicle Offences",407246,260,105884090,285
"9756","Lewisham","201801","Violence Against the Person",407246,260,105884090,621
"9757","Islington","201608","Arson and Criminal Damage",657819,161,105908934,163
"9758","Islington","201608","Burglary",657819,161,105908934,164
"9759","Islington","201608","Drug Offences",657819,161,105908934,170
"9761","Islington","201608","Miscellaneous Crimes Against Society",657819,161,105908934,30
"9762","Islington","201608","Possession of Weapons",657819,161,105908934,30
"9763","Islington","201608","Public Order Offences",657819,161,105908934,175
"9764","Islington","201608","Robbery",657819,161,105908934,69
"9765","Islington","201608","Sexual Offences",657819,161,105908934,46
"9766","Islington","201608","Theft",657819,161,105908934,775
"9767","Islington","201608","Vehicle Offences",657819,161,105908934,171
"9768","Islington","201608","Violence Against the Person",657819,161,105908934,477
"9769","Ealing","201711","Arson and Criminal Damage",479332,221,105932423,188
"9770","Ealing","201711","Burglary",479332,221,105932423,257
"9771","Ealing","201711","Drug Offences",479332,221,105932423,141
"9773","Ealing","201711","Miscellaneous Crimes Against Society",479332,221,105932423,41
"9774","Ealing","201711","Possession of Weapons",479332,221,105932423,33
"9775","Ealing","201711","Public Order Offences",479332,221,105932423,160
"9776","Ealing","201711","Robbery",479332,221,105932423,97
"9777","Ealing","201711","Sexual Offences",479332,221,105932423,72
"9778","Ealing","201711","Theft",479332,221,105932423,499
"9779","Ealing","201711","Vehicle Offences",479332,221,105932423,368
"9780","Ealing","201711","Violence Against the Person",479332,221,105932423,699
"9781","Enfield","201601","Arson and Criminal Damage",364189,291,105978907,158
"9782","Enfield","201601","Burglary",364189,291,105978907,220
"9783","Enfield","201601","Drug Offences",364189,291,105978907,120
"9785","Enfield","201601","Miscellaneous Crimes Against Society",364189,291,105978907,23
"9786","Enfield","201601","Possession of Weapons",364189,291,105978907,23
"9787","Enfield","201601","Public Order Offences",364189,291,105978907,87
"9788","Enfield","201601","Robbery",364189,291,105978907,58
"9789","Enfield","201601","Sexual Offences",364189,291,105978907,43
"9790","Enfield","201601","Theft",364189,291,105978907,359
"9791","Enfield","201601","Vehicle Offences",364189,291,105978907,214
"9792","Enfield","201601","Violence Against the Person",364189,291,105978907,486
"9793","Merton","201712","Arson and Criminal Damage",517135,205,106012713,126
"9794","Merton","201712","Burglary",517135,205,106012713,139
"9795","Merton","201712","Drug Offences",517135,205,106012713,65
"9797","Merton","201712","Miscellaneous Crimes Against Society",517135,205,106012713,14
"9798","Merton","201712","Possession of Weapons",517135,205,106012713,14
"9799","Merton","201712","Public Order Offences",517135,205,106012713,64
"9800","Merton","201712","Robbery",517135,205,106012713,37
"9801","Merton","201712","Sexual Offences",517135,205,106012713,50
"9802","Merton","201712","Theft",517135,205,106012713,264
"9803","Merton","201712","Vehicle Offences",517135,205,106012713,190
"9804","Merton","201712","Violence Against the Person",517135,205,106012713,251
"9805","Redbridge","201607","Arson and Criminal Damage",394381,269,106088477,135
"9806","Redbridge","201607","Burglary",394381,269,106088477,167
"9807","Redbridge","201607","Drug Offences",394381,269,106088477,97
"9809","Redbridge","201607","Miscellaneous Crimes Against Society",394381,269,106088477,21
"9810","Redbridge","201607","Possession of Weapons",394381,269,106088477,16
"9811","Redbridge","201607","Public Order Offences",394381,269,106088477,109
"9812","Redbridge","201607","Robbery",394381,269,106088477,60
"9813","Redbridge","201607","Sexual Offences",394381,269,106088477,43
"9814","Redbridge","201607","Theft",394381,269,106088477,388
"9815","Redbridge","201607","Vehicle Offences",394381,269,106088477,254
"9816","Redbridge","201607","Violence Against the Person",394381,269,106088477,507
"9817","Richmond upon Thames","201901","Arson and Criminal Damage",655056,162,106119046,66
"9818","Richmond upon Thames","201901","Burglary",655056,162,106119046,147
"9819","Richmond upon Thames","201901","Drug Offences",655056,162,106119046,14
"9821","Richmond upon Thames","201901","Miscellaneous Crimes Against Society",655056,162,106119046,5
"9822","Richmond upon Thames","201901","Possession of Weapons",655056,162,106119046,4
"9823","Richmond upon Thames","201901","Public Order Offences",655056,162,106119046,69
"9824","Richmond upon Thames","201901","Robbery",655056,162,106119046,30
"9825","Richmond upon Thames","201901","Sexual Offences",655056,162,106119046,25
"9826","Richmond upon Thames","201901","Theft",655056,162,106119046,244
"9827","Richmond upon Thames","201901","Vehicle Offences",655056,162,106119046,215
"9828","Richmond upon Thames","201901","Violence Against the Person",655056,162,106119046,222
"9829","Waltham Forest","201709","Arson and Criminal Damage",444191,239,106161575,143
"9830","Waltham Forest","201709","Burglary",444191,239,106161575,207
"9831","Waltham Forest","201709","Drug Offences",444191,239,106161575,92
"9833","Waltham Forest","201709","Miscellaneous Crimes Against Society",444191,239,106161575,21
"9834","Waltham Forest","201709","Possession of Weapons",444191,239,106161575,32
"9835","Waltham Forest","201709","Public Order Offences",444191,239,106161575,105
"9836","Waltham Forest","201709","Robbery",444191,239,106161575,65
"9837","Waltham Forest","201709","Sexual Offences",444191,239,106161575,41
"9838","Waltham Forest","201709","Theft",444191,239,106161575,414
"9839","Waltham Forest","201709","Vehicle Offences",444191,239,106161575,282
"9840","Waltham Forest","201709","Violence Against the Person",444191,239,106161575,489
"9841","Tower Hamlets","201912","Arson and Criminal Damage",454058,234,106249622,172
"9842","Tower Hamlets","201912","Burglary",454058,234,106249622,363
"9843","Tower Hamlets","201912","Drug Offences",454058,234,106249622,168
"9845","Tower Hamlets","201912","Miscellaneous Crimes Against Society",454058,234,106249622,35
"9846","Tower Hamlets","201912","Possession of Weapons",454058,234,106249622,17
"9847","Tower Hamlets","201912","Public Order Offences",454058,234,106249622,173
"9848","Tower Hamlets","201912","Robbery",454058,234,106249622,153
"9849","Tower Hamlets","201912","Sexual Offences",454058,234,106249622,60
"9850","Tower Hamlets","201912","Theft",454058,234,106249622,702
"9851","Tower Hamlets","201912","Vehicle Offences",454058,234,106249622,373
"9852","Tower Hamlets","201912","Violence Against the Person",454058,234,106249622,674
"9853","Lewisham","201605","Arson and Criminal Damage",404005,263,106253393,207
"9854","Lewisham","201605","Burglary",404005,263,106253393,184
"9855","Lewisham","201605","Drug Offences",404005,263,106253393,110
"9857","Lewisham","201605","Miscellaneous Crimes Against Society",404005,263,106253393,33
"9858","Lewisham","201605","Possession of Weapons",404005,263,106253393,24
"9859","Lewisham","201605","Public Order Offences",404005,263,106253393,132
"9860","Lewisham","201605","Robbery",404005,263,106253393,75
"9861","Lewisham","201605","Sexual Offences",404005,263,106253393,57
"9862","Lewisham","201605","Theft",404005,263,106253393,460
"9863","Lewisham","201605","Vehicle Offences",404005,263,106253393,310
"9864","Lewisham","201605","Violence Against the Person",404005,263,106253393,668
"9865","Hammersmith and Fulham","201611","Arson and Criminal Damage",723130,147,106300038,96
"9866","Hammersmith and Fulham","201611","Burglary",723130,147,106300038,128
"9867","Hammersmith and Fulham","201611","Drug Offences",723130,147,106300038,88
"9869","Hammersmith and Fulham","201611","Miscellaneous Crimes Against Society",723130,147,106300038,30
"9870","Hammersmith and Fulham","201611","Possession of Weapons",723130,147,106300038,8
"9871","Hammersmith and Fulham","201611","Public Order Offences",723130,147,106300038,119
"9872","Hammersmith and Fulham","201611","Robbery",723130,147,106300038,36
"9873","Hammersmith and Fulham","201611","Sexual Offences",723130,147,106300038,33
"9874","Hammersmith and Fulham","201611","Theft",723130,147,106300038,479
"9875","Hammersmith and Fulham","201611","Vehicle Offences",723130,147,106300038,235
"9876","Hammersmith and Fulham","201611","Violence Against the Person",723130,147,106300038,372
"9877","Lewisham","201704","Arson and Criminal Damage",406509,262,106505354,186
"9878","Lewisham","201704","Burglary",406509,262,106505354,196
"9879","Lewisham","201704","Drug Offences",406509,262,106505354,117
"9881","Lewisham","201704","Miscellaneous Crimes Against Society",406509,262,106505354,25
"9882","Lewisham","201704","Possession of Weapons",406509,262,106505354,30
"9883","Lewisham","201704","Public Order Offences",406509,262,106505354,123
"9884","Lewisham","201704","Robbery",406509,262,106505354,65
"9885","Lewisham","201704","Sexual Offences",406509,262,106505354,42
"9886","Lewisham","201704","Theft",406509,262,106505354,388
"9887","Lewisham","201704","Vehicle Offences",406509,262,106505354,257
"9888","Lewisham","201704","Violence Against the Person",406509,262,106505354,613
"9889","Merton","201907","Arson and Criminal Damage",502443,212,106517823,98
"9890","Merton","201907","Burglary",502443,212,106517823,119
"9891","Merton","201907","Drug Offences",502443,212,106517823,62
"9893","Merton","201907","Miscellaneous Crimes Against Society",502443,212,106517823,17
"9894","Merton","201907","Possession of Weapons",502443,212,106517823,9
"9895","Merton","201907","Public Order Offences",502443,212,106517823,99
"9896","Merton","201907","Robbery",502443,212,106517823,43
"9897","Merton","201907","Sexual Offences",502443,212,106517823,41
"9898","Merton","201907","Theft",502443,212,106517823,324
"9899","Merton","201907","Vehicle Offences",502443,212,106517823,167
"9900","Merton","201907","Violence Against the Person",502443,212,106517823,371
"9901","Lewisham","201709","Arson and Criminal Damage",423063,252,106611824,192
"9902","Lewisham","201709","Burglary",423063,252,106611824,201
"9903","Lewisham","201709","Drug Offences",423063,252,106611824,86
"9905","Lewisham","201709","Miscellaneous Crimes Against Society",423063,252,106611824,34
"9906","Lewisham","201709","Possession of Weapons",423063,252,106611824,25
"9907","Lewisham","201709","Public Order Offences",423063,252,106611824,149
"9908","Lewisham","201709","Robbery",423063,252,106611824,95
"9909","Lewisham","201709","Sexual Offences",423063,252,106611824,58
"9910","Lewisham","201709","Theft",423063,252,106611824,433
"9911","Lewisham","201709","Vehicle Offences",423063,252,106611824,244
"9912","Lewisham","201709","Violence Against the Person",423063,252,106611824,589
"9913","Havering","201910","Arson and Criminal Damage",366949,291,106782127,130
"9914","Havering","201910","Burglary",366949,291,106782127,190
"9915","Havering","201910","Drug Offences",366949,291,106782127,80
"9917","Havering","201910","Miscellaneous Crimes Against Society",366949,291,106782127,22
"9918","Havering","201910","Possession of Weapons",366949,291,106782127,18
"9919","Havering","201910","Public Order Offences",366949,291,106782127,80
"9920","Havering","201910","Robbery",366949,291,106782127,67
"9921","Havering","201910","Sexual Offences",366949,291,106782127,38
"9922","Havering","201910","Theft",366949,291,106782127,396
"9923","Havering","201910","Vehicle Offences",366949,291,106782127,292
"9924","Havering","201910","Violence Against the Person",366949,291,106782127,515
"9925","Greenwich","201703","Arson and Criminal Damage",378680,282,106787784,223
"9926","Greenwich","201703","Burglary",378680,282,106787784,185
"9927","Greenwich","201703","Drug Offences",378680,282,106787784,192
"9929","Greenwich","201703","Miscellaneous Crimes Against Society",378680,282,106787784,35
"9930","Greenwich","201703","Possession of Weapons",378680,282,106787784,22
"9931","Greenwich","201703","Public Order Offences",378680,282,106787784,179
"9932","Greenwich","201703","Robbery",378680,282,106787784,57
"9933","Greenwich","201703","Sexual Offences",378680,282,106787784,59
"9934","Greenwich","201703","Theft",378680,282,106787784,438
"9935","Greenwich","201703","Vehicle Offences",378680,282,106787784,239
"9936","Greenwich","201703","Violence Against the Person",378680,282,106787784,616
"9937","Haringey","201708","Arson and Criminal Damage",568649,188,106906052,189
"9938","Haringey","201708","Burglary",568649,188,106906052,178
"9939","Haringey","201708","Drug Offences",568649,188,106906052,139
"9941","Haringey","201708","Miscellaneous Crimes Against Society",568649,188,106906052,29
"9942","Haringey","201708","Possession of Weapons",568649,188,106906052,27
"9943","Haringey","201708","Public Order Offences",568649,188,106906052,163
"9944","Haringey","201708","Robbery",568649,188,106906052,160
"9945","Haringey","201708","Sexual Offences",568649,188,106906052,64
"9946","Haringey","201708","Theft",568649,188,106906052,637
"9947","Haringey","201708","Vehicle Offences",568649,188,106906052,454
"9948","Haringey","201708","Violence Against the Person",568649,188,106906052,609
"9949","Croydon","201904","Arson and Criminal Damage",363723,294,106934500,185
"9950","Croydon","201904","Burglary",363723,294,106934500,199
"9951","Croydon","201904","Drug Offences",363723,294,106934500,167
"9953","Croydon","201904","Miscellaneous Crimes Against Society",363723,294,106934500,44
"9954","Croydon","201904","Possession of Weapons",363723,294,106934500,28
"9955","Croydon","201904","Public Order Offences",363723,294,106934500,187
"9956","Croydon","201904","Robbery",363723,294,106934500,93
"9957","Croydon","201904","Sexual Offences",363723,294,106934500,81
"9958","Croydon","201904","Theft",363723,294,106934500,519
"9959","Croydon","201904","Vehicle Offences",363723,294,106934500,374
"9960","Croydon","201904","Violence Against the Person",363723,294,106934500,744
"9961","Hillingdon","201909","Arson and Criminal Damage",403552,265,106941177,201
"9962","Hillingdon","201909","Burglary",403552,265,106941177,230
"9963","Hillingdon","201909","Drug Offences",403552,265,106941177,113
"9965","Hillingdon","201909","Miscellaneous Crimes Against Society",403552,265,106941177,26
"9966","Hillingdon","201909","Possession of Weapons",403552,265,106941177,10
"9967","Hillingdon","201909","Public Order Offences",403552,265,106941177,140
"9968","Hillingdon","201909","Robbery",403552,265,106941177,65
"9969","Hillingdon","201909","Sexual Offences",403552,265,106941177,47
"9970","Hillingdon","201909","Theft",403552,265,106941177,460
"9971","Hillingdon","201909","Vehicle Offences",403552,265,106941177,373
"9972","Hillingdon","201909","Violence Against the Person",403552,265,106941177,616
"9973","Croydon","201812","Arson and Criminal Damage",363987,294,107012223,202
"9974","Croydon","201812","Burglary",363987,294,107012223,253
"9975","Croydon","201812","Drug Offences",363987,294,107012223,176
"9977","Croydon","201812","Miscellaneous Crimes Against Society",363987,294,107012223,35
"9978","Croydon","201812","Possession of Weapons",363987,294,107012223,40
"9979","Croydon","201812","Public Order Offences",363987,294,107012223,134
"9980","Croydon","201812","Robbery",363987,294,107012223,74
"9981","Croydon","201812","Sexual Offences",363987,294,107012223,68
"9982","Croydon","201812","Theft",363987,294,107012223,449
"9983","Croydon","201812","Vehicle Offences",363987,294,107012223,385
"9984","Croydon","201812","Violence Against the Person",363987,294,107012223,830
"9985","Ealing","201905","Arson and Criminal Damage",465517,230,107068855,190
"9986","Ealing","201905","Burglary",465517,230,107068855,227
"9987","Ealing","201905","Drug Offences",465517,230,107068855,169
"9989","Ealing","201905","Miscellaneous Crimes Against Society",465517,230,107068855,38
"9990","Ealing","201905","Possession of Weapons",465517,230,107068855,21
"9991","Ealing","201905","Public Order Offences",465517,230,107068855,206
"9992","Ealing","201905","Robbery",465517,230,107068855,128
"9993","Ealing","201905","Sexual Offences",465517,230,107068855,43
"9994","Ealing","201905","Theft",465517,230,107068855,472
"9995","Ealing","201905","Vehicle Offences",465517,230,107068855,444
